Cycle_Number,Voltage_V,Capacity_mAh,Test_Time_s,Current_A
52,3.7227,20.1683,1380,0.02
52,3.7328,20.6068,1410,0.02
52,3.7441,21.0452,1440,0.02
52,3.7518,21.4837,1470,0.02
52,3.7584,21.9221,1500,0.02
52,3.7685,22.3606,1530,0.02
52,3.7802,22.799,1560,0.02
52,3.784,23.2374,1590,0.02
52,3.7972,23.6759,1620,0.02
52,3.8025,24.1143,1650,0.02
52,3.8136,24.5528,1680,0.02
52,3.8154,24.9912,1710,0.02
52,3.8239,25.4296,1740,0.02
52,3.8337,25.8681,1770,0.02
52,3.8412,26.3065,1800,0.02
52,3.85,26.745,1830,0.02
52,3.8556,27.1834,1860,0.02
52,3.8606,27.6219,1890,0.02
52,3.8714,28.0603,1920,0.02
52,3.8778,28.4987,1950,0.02
52,3.8837,28.9372,1980,0.02
52,3.8858,29.3756,2010,0.02
52,3.892,29.8141,2040,0.02
52,3.8981,30.2525,2070,0.02
52,3.9046,30.691,2100,0.02
52,3.9123,31.1294,2130,0.02
52,3.917,31.5678,2160,0.02
52,3.9224,32.0063,2190,0.02
52,3.9299,32.4447,2220,0.02
52,3.9328,32.8832,2250,0.02
52,3.9393,33.3216,2280,0.02
52,3.9451,33.7601,2310,0.02
52,3.9481,34.1985,2340,0.02
52,3.9535,34.6369,2370,0.02
52,3.9569,35.0754,2400,0.02
52,3.9643,35.5138,2430,0.02
52,3.9667,35.9523,2460,0.02
52,3.9761,36.3907,2490,0.02
52,3.9794,36.8291,2520,0.02
52,3.9813,37.2676,2550,0.02
52,3.9894,37.706,2580,0.02
52,3.9889,38.1445,2610,0.02
52,3.9933,38.5829,2640,0.02
52,4.0019,39.0214,2670,0.02
52,4.0011,39.4598,2700,0.02
52,4.0046,39.8982,2730,0.02
52,4.0124,40.3367,2760,0.02
52,4.0164,40.7751,2790,0.02
52,4.0173,41.2136,2820,0.02
52,4.0199,41.652,2850,0.02
52,4.0259,42.0905,2880,0.02
52,4.03,42.5289,2910,0.02
52,4.0313,42.9673,2940,0.02
52,4.0371,43.4058,2970,0.02
52,4.0416,43.8442,3000,0.02
52,4.0395,44.2827,3030,0.02
52,4.0453,44.7211,3060,0.02
52,4.0467,45.1595,3090,0.02
52,4.051,45.598,3120,0.02
52,4.0519,46.0364,3150,0.02
52,4.0588,46.4749,3180,0.02
52,4.0615,46.9133,3210,0.02
52,4.0641,47.3518,3240,0.02
52,4.0663,47.7902,3270,0.02
52,4.0704,48.2286,3300,0.02
52,4.0688,48.6671,3330,0.02
52,4.0734,49.1055,3360,0.02
52,4.0773,49.544,3390,0.02
52,4.0776,49.9824,3420,0.02
52,4.0826,50.4209,3450,0.02
52,4.0816,50.8593,3480,0.02
52,4.0879,51.2977,3510,0.02
52,4.0901,51.7362,3540,0.02
52,4.0883,52.1746,3570,0.02
52,4.0903,52.6131,3600,0.02
52,4.0924,53.0515,3630,0.02
52,4.0997,53.4899,3660,0.02
52,4.1016,53.9284,3690,0.02
52,4.102,54.3668,3720,0.02
52,4.102,54.8053,3750,0.02
52,4.1018,55.2437,3780,0.02
52,4.1064,55.6822,3810,0.02
52,4.1092,56.1206,3840,0.02
52,4.1108,56.559,3870,0.02
52,4.1105,56.9975,3900,0.02
52,4.112,57.4359,3930,0.02
52,4.1173,57.8744,3960,0.02
52,4.1195,58.3128,3990,0.02
52,4.1213,58.7513,4020,0.02
52,4.1229,59.1897,4050,0.02
52,4.1238,59.6281,4080,0.02
52,4.1217,60.0666,4110,0.02
52,4.1262,60.505,4140,0.02
52,4.1279,60.9435,4170,0.02
52,4.1298,61.3819,4200,0.02
52,4.132,61.8204,4230,0.02
52,4.131,62.2588,4260,0.02
52,4.1323,62.6972,4290,0.02
52,4.1344,63.1357,4320,0.02
52,4.1368,63.5741,4350,0.02
52,4.1351,64.0126,4380,0.02
52,4.1378,64.451,4410,0.02
52,4.1399,64.8894,4440,0.02
52,4.1375,65.3279,4470,0.02
52,4.1424,65.7663,4500,0.02
52,4.1414,66.2048,4530,0.02
52,4.1458,66.6432,4560,0.02
52,4.1422,67.0817,4590,0.02
52,4.1459,67.5201,4620,0.02
52,4.1467,67.9585,4650,0.02
52,4.1489,68.397,4680,0.02
52,4.1516,68.8354,4710,0.02
52,4.1473,69.2739,4740,0.02
52,4.1522,69.7123,4770,0.02
52,4.1505,70.1508,4800,0.02
52,4.1546,70.5892,4830,0.02
52,4.1537,71.0276,4860,0.02
52,4.1524,71.4661,4890,0.02
52,4.1563,71.9045,4920,0.02
52,4.1538,72.343,4950,0.02
52,4.1563,72.7814,4980,0.02
52,4.1584,73.2198,5010,0.02
52,4.1596,73.6583,5040,0.02
52,4.1601,74.0967,5070,0.02
52,4.1589,74.5352,5100,0.02
52,4.1599,74.9736,5130,0.02
52,4.1644,75.4121,5160,0.02
52,4.164,75.8505,5190,0.02
52,4.1648,76.2889,5220,0.02
52,4.1622,76.7274,5250,0.02
52,4.1624,77.1658,5280,0.02
52,4.1639,77.6043,5310,0.02
52,4.1678,78.0427,5340,0.02
52,4.1696,78.4812,5370,0.02
52,4.1656,78.9196,5400,0.02
52,4.1667,79.358,5430,0.02
52,4.168,79.7965,5460,0.02
52,4.1669,80.2349,5490,0.02
52,4.1694,80.6734,5520,0.02
52,4.1687,81.1118,5550,0.02
52,4.1687,81.5503,5580,0.02
52,4.171,81.9887,5610,0.02
52,4.1719,82.4271,5640,0.02
52,4.1704,82.8656,5670,0.02
52,4.1719,83.304,5700,0.02
52,4.1725,83.7425,5730,0.02
52,4.1742,84.1809,5760,0.02
52,4.1727,84.6193,5790,0.02
52,4.1738,85.0578,5820,0.02
52,4.1781,85.4962,5850,0.02
52,4.1777,85.9347,5880,0.02
52,4.1769,86.3731,5910,0.02
52,4.1802,86.8116,5940,0.02
52,4.1762,87.25,5970,0.02
53,3.0,0.0,0,0.02
53,3.0181,0.4372,30,0.02
53,3.0427,0.8744,60,0.02
53,3.0723,1.3116,90,0.02
53,3.0904,1.7487,120,0.02
53,3.1113,2.1859,150,0.02
53,3.134,2.6231,180,0.02
53,3.1563,3.0603,210,0.02
53,3.1783,3.4975,240,0.02
53,3.1975,3.9347,270,0.02
53,3.2248,4.3719,300,0.02
53,3.2423,4.809,330,0.02
53,3.2529,5.2462,360,0.02
53,3.2684,5.6834,390,0.02
53,3.2933,6.1206,420,0.02
53,3.3166,6.5578,450,0.02
53,3.3248,6.995,480,0.02
53,3.3493,7.4322,510,0.02
53,3.364,7.8693,540,0.02
53,3.3746,8.3065,570,0.02
53,3.3979,8.7437,600,0.02
53,3.4211,9.1809,630,0.02
53,3.4322,9.6181,660,0.02
53,3.4488,10.0553,690,0.02
53,3.4664,10.4925,720,0.02
53,3.4662,10.9296,750,0.02
53,3.4947,11.3668,780,0.02
53,3.4949,11.804,810,0.02
53,3.5166,12.2412,840,0.02
53,3.5221,12.6784,870,0.02
53,3.5412,13.1156,900,0.02
53,3.5589,13.5528,930,0.02
53,3.5617,13.9899,960,0.02
53,3.5779,14.4271,990,0.02
53,3.5865,14.8643,1020,0.02
53,3.6102,15.3015,1050,0.02
53,3.6159,15.7387,1080,0.02
53,3.6365,16.1759,1110,0.02
53,3.6388,16.6131,1140,0.02
53,3.6553,17.0503,1170,0.02
53,3.6593,17.4874,1200,0.02
53,3.6774,17.9246,1230,0.02
53,3.6833,18.3618,1260,0.02
53,3.695,18.799,1290,0.02
53,3.7072,19.2362,1320,0.02
53,3.7072,19.6734,1350,0.02
53,3.725,20.1106,1380,0.02
53,3.7375,20.5477,1410,0.02
53,3.7367,20.9849,1440,0.02
53,3.7526,21.4221,1470,0.02
53,3.7576,21.8593,1500,0.02
53,3.7735,22.2965,1530,0.02
53,3.7817,22.7337,1560,0.02
53,3.7904,23.1709,1590,0.02
53,3.7969,23.608,1620,0.02
53,3.8043,24.0452,1650,0.02
53,3.8178,24.4824,1680,0.02
53,3.8158,24.9196,1710,0.02
53,3.8199,25.3568,1740,0.02
53,3.8399,25.794,1770,0.02
53,3.8433,26.2312,1800,0.02
53,3.8524,26.6683,1830,0.02
53,3.8484,27.1055,1860,0.02
53,3.862,27.5427,1890,0.02
53,3.8731,27.9799,1920,0.02
53,3.8798,28.4171,1950,0.02
53,3.8895,28.8543,1980,0.02
53,3.8938,29.2915,2010,0.02
53,3.901,29.7286,2040,0.02
53,3.9038,30.1658,2070,0.02
53,3.9017,30.603,2100,0.02
53,3.9109,31.0402,2130,0.02
53,3.9103,31.4774,2160,0.02
53,3.927,31.9146,2190,0.02
53,3.9346,32.3518,2220,0.02
53,3.9288,32.7889,2250,0.02
53,3.9351,33.2261,2280,0.02
53,3.9379,33.6633,2310,0.02
53,3.9519,34.1005,2340,0.02
53,3.9513,34.5377,2370,0.02
53,3.9538,34.9749,2400,0.02
53,3.9722,35.4121,2430,0.02
53,3.9763,35.8492,2460,0.02
53,3.9779,36.2864,2490,0.02
53,3.9739,36.7236,2520,0.02
53,3.984,37.1608,2550,0.02
53,3.988,37.598,2580,0.02
53,3.9924,38.0352,2610,0.02
53,3.9979,38.4724,2640,0.02
53,3.995,38.9095,2670,0.02
53,4.0045,39.3467,2700,0.02
53,4.0094,39.7839,2730,0.02
53,4.0057,40.2211,2760,0.02
53,4.0144,40.6583,2790,0.02
53,4.0192,41.0955,2820,0.02
53,4.0232,41.5327,2850,0.02
53,4.0215,41.9698,2880,0.02
53,4.0247,42.407,2910,0.02
53,4.0329,42.8442,2940,0.02
53,4.0435,43.2814,2970,0.02
53,4.0358,43.7186,3000,0.02
53,4.0497,44.1558,3030,0.02
53,4.0455,44.593,3060,0.02
53,4.0425,45.0302,3090,0.02
53,4.0463,45.4673,3120,0.02
53,4.0515,45.9045,3150,0.02
53,4.0637,46.3417,3180,0.02
53,4.0531,46.7789,3210,0.02
53,4.0612,47.2161,3240,0.02
53,4.0631,47.6533,3270,0.02
53,4.069,48.0905,3300,0.02
53,4.0674,48.5276,3330,0.02
53,4.0674,48.9648,3360,0.02
53,4.0747,49.402,3390,0.02
53,4.0741,49.8392,3420,0.02
53,4.0839,50.2764,3450,0.02
53,4.0864,50.7136,3480,0.02
53,4.0893,51.1508,3510,0.02
53,4.0955,51.5879,3540,0.02
53,4.0888,52.0251,3570,0.02
53,4.096,52.4623,3600,0.02
53,4.0942,52.8995,3630,0.02
53,4.0914,53.3367,3660,0.02
53,4.0967,53.7739,3690,0.02
53,4.1059,54.2111,3720,0.02
53,4.1029,54.6482,3750,0.02
53,4.0971,55.0854,3780,0.02
53,4.1002,55.5226,3810,0.02
53,4.1015,55.9598,3840,0.02
53,4.114,56.397,3870,0.02
53,4.1105,56.8342,3900,0.02
53,4.1185,57.2714,3930,0.02
53,4.1197,57.7085,3960,0.02
53,4.1173,58.1457,3990,0.02
53,4.118,58.5829,4020,0.02
53,4.1258,59.0201,4050,0.02
53,4.1202,59.4573,4080,0.02
53,4.1309,59.8945,4110,0.02
53,4.1243,60.3317,4140,0.02
53,4.1274,60.7688,4170,0.02
53,4.1279,61.206,4200,0.02
53,4.1243,61.6432,4230,0.02
53,4.13,62.0804,4260,0.02
53,4.1358,62.5176,4290,0.02
53,4.1371,62.9548,4320,0.02
53,4.1352,63.392,4350,0.02
53,4.1427,63.8291,4380,0.02
53,4.1405,64.2663,4410,0.02
53,4.146,64.7035,4440,0.02
53,4.1375,65.1407,4470,0.02
53,4.1418,65.5779,4500,0.02
53,4.146,66.0151,4530,0.02
53,4.1371,66.4523,4560,0.02
53,4.1451,66.8894,4590,0.02
53,4.138,67.3266,4620,0.02
53,4.1452,67.7638,4650,0.02
53,4.1462,68.201,4680,0.02
53,4.1472,68.6382,4710,0.02
53,4.1478,69.0754,4740,0.02
53,4.152,69.5126,4770,0.02
53,4.144,69.9497,4800,0.02
53,4.1588,70.3869,4830,0.02
53,4.1511,70.8241,4860,0.02
53,4.1475,71.2613,4890,0.02
53,4.1491,71.6985,4920,0.02
53,4.1519,72.1357,4950,0.02
53,4.153,72.5729,4980,0.02
53,4.1545,73.0101,5010,0.02
53,4.1637,73.4472,5040,0.02
53,4.1625,73.8844,5070,0.02
53,4.1598,74.3216,5100,0.02
53,4.1574,74.7588,5130,0.02
53,4.1691,75.196,5160,0.02
53,4.1618,75.6332,5190,0.02
53,4.1619,76.0704,5220,0.02
53,4.1684,76.5075,5250,0.02
53,4.167,76.9447,5280,0.02
53,4.1729,77.3819,5310,0.02
53,4.1638,77.8191,5340,0.02
53,4.1632,78.2563,5370,0.02
53,4.1679,78.6935,5400,0.02
53,4.1642,79.1307,5430,0.02
53,4.1657,79.5678,5460,0.02
53,4.174,80.005,5490,0.02
53,4.1682,80.4422,5520,0.02
53,4.1666,80.8794,5550,0.02
53,4.1704,81.3166,5580,0.02
53,4.1788,81.7538,5610,0.02
53,4.1674,82.191,5640,0.02
53,4.1694,82.6281,5670,0.02
53,4.1784,83.0653,5700,0.02
53,4.1812,83.5025,5730,0.02
53,4.177,83.9397,5760,0.02
53,4.1812,84.3769,5790,0.02
53,4.1816,84.8141,5820,0.02
53,4.1748,85.2513,5850,0.02
53,4.1735,85.6884,5880,0.02
53,4.1702,86.1256,5910,0.02
53,4.1822,86.5628,5940,0.02
53,4.1727,87.0,5970,0.02
54,3.0,0.0,0,0.02
54,3.0208,0.4359,30,0.02
54,3.0453,0.8719,60,0.02
54,3.0693,1.3078,90,0.02
54,3.0945,1.7437,120,0.02
54,3.1131,2.1796,150,0.02
54,3.1363,2.6156,180,0.02
54,3.1595,3.0515,210,0.02
54,3.177,3.4874,240,0.02
54,3.1907,3.9234,270,0.02
54,3.2138,4.3593,300,0.02
54,3.2448,4.7952,330,0.02
54,3.2614,5.2312,360,0.02
54,3.2836,5.6671,390,0.02
54,3.2967,6.103,420,0.02
54,3.308,6.5389,450,0.02
54,3.3284,6.9749,480,0.02
54,3.3476,7.4108,510,0.02
54,3.3692,7.8467,540,0.02
54,3.377,8.2827,570,0.02
54,3.3969,8.7186,600,0.02
54,3.4161,9.1545,630,0.02
54,3.4275,9.5905,660,0.02
54,3.4374,10.0264,690,0.02
54,3.4595,10.4623,720,0.02
54,3.476,10.8982,750,0.02
54,3.4938,11.3342,780,0.02
54,3.4954,11.7701,810,0.02
54,3.5206,12.206,840,0.02
54,3.5266,12.642,870,0.02
54,3.5487,13.0779,900,0.02
54,3.5525,13.5138,930,0.02
54,3.5626,13.9497,960,0.02
54,3.5799,14.3857,990,0.02
54,3.5991,14.8216,1020,0.02
54,3.6104,15.2575,1050,0.02
54,3.6189,15.6935,1080,0.02
54,3.6326,16.1294,1110,0.02
54,3.6461,16.5653,1140,0.02
54,3.6578,17.0013,1170,0.02
54,3.6594,17.4372,1200,0.02
54,3.6712,17.8731,1230,0.02
54,3.6909,18.309,1260,0.02
54,3.7006,18.745,1290,0.02
54,3.6977,19.1809,1320,0.02
54,3.7164,19.6168,1350,0.02
54,3.7212,20.0528,1380,0.02
54,3.7357,20.4887,1410,0.02
54,3.7459,20.9246,1440,0.02
54,3.7593,21.3606,1470,0.02
54,3.7606,21.7965,1500,0.02
54,3.7624,22.2324,1530,0.02
54,3.7753,22.6683,1560,0.02
54,3.7894,23.1043,1590,0.02
54,3.7963,23.5402,1620,0.02
54,3.8054,23.9761,1650,0.02
54,3.8066,24.4121,1680,0.02
54,3.8206,24.848,1710,0.02
54,3.8267,25.2839,1740,0.02
54,3.8363,25.7198,1770,0.02
54,3.8383,26.1558,1800,0.02
54,3.842,26.5917,1830,0.02
54,3.8481,27.0276,1860,0.02
54,3.8692,27.4636,1890,0.02
54,3.8732,27.8995,1920,0.02
54,3.8743,28.3354,1950,0.02
54,3.8889,28.7714,1980,0.02
54,3.8951,29.2073,2010,0.02
54,3.8975,29.6432,2040,0.02
54,3.8952,30.0791,2070,0.02
54,3.9062,30.5151,2100,0.02
54,3.9119,30.951,2130,0.02
54,3.9254,31.3869,2160,0.02
54,3.9264,31.8229,2190,0.02
54,3.9311,32.2588,2220,0.02
54,3.9403,32.6947,2250,0.02
54,3.9329,33.1307,2280,0.02
54,3.9467,33.5666,2310,0.02
54,3.9465,34.0025,2340,0.02
54,3.9616,34.4384,2370,0.02
54,3.9607,34.8744,2400,0.02
54,3.9611,35.3103,2430,0.02
54,3.9673,35.7462,2460,0.02
54,3.981,36.1822,2490,0.02
54,3.9778,36.6181,2520,0.02
54,3.9875,37.054,2550,0.02
54,3.9899,37.4899,2580,0.02
54,3.989,37.9259,2610,0.02
54,3.989,38.3618,2640,0.02
54,3.9959,38.7977,2670,0.02
54,4.0001,39.2337,2700,0.02
54,4.0115,39.6696,2730,0.02
54,4.0106,40.1055,2760,0.02
54,4.022,40.5415,2790,0.02
54,4.0163,40.9774,2820,0.02
54,4.0247,41.4133,2850,0.02
54,4.0285,41.8492,2880,0.02
54,4.0234,42.2852,2910,0.02
54,4.0277,42.7211,2940,0.02
54,4.0283,43.157,2970,0.02
54,4.0443,43.593,3000,0.02
54,4.0437,44.0289,3030,0.02
54,4.0517,44.4648,3060,0.02
54,4.0435,44.9008,3090,0.02
54,4.055,45.3367,3120,0.02
54,4.058,45.7726,3150,0.02
54,4.0629,46.2085,3180,0.02
54,4.0571,46.6445,3210,0.02
54,4.0648,47.0804,3240,0.02
54,4.0683,47.5163,3270,0.02
54,4.0667,47.9523,3300,0.02
54,4.0752,48.3882,3330,0.02
54,4.0763,48.8241,3360,0.02
54,4.0834,49.2601,3390,0.02
54,4.0839,49.696,3420,0.02
54,4.0869,50.1319,3450,0.02
54,4.0793,50.5678,3480,0.02
54,4.0899,51.0038,3510,0.02
54,4.0896,51.4397,3540,0.02
54,4.0832,51.8756,3570,0.02
54,4.0896,52.3116,3600,0.02
54,4.0905,52.7475,3630,0.02
54,4.0971,53.1834,3660,0.02
54,4.0935,53.6193,3690,0.02
54,4.1002,54.0553,3720,0.02
54,4.0986,54.4912,3750,0.02
54,4.1097,54.9271,3780,0.02
54,4.1008,55.3631,3810,0.02
54,4.1075,55.799,3840,0.02
54,4.1068,56.2349,3870,0.02
54,4.1126,56.6709,3900,0.02
54,4.1194,57.1068,3930,0.02
54,4.1126,57.5427,3960,0.02
54,4.1181,57.9786,3990,0.02
54,4.1229,58.4146,4020,0.02
54,4.1155,58.8505,4050,0.02
54,4.1196,59.2864,4080,0.02
54,4.1197,59.7224,4110,0.02
54,4.1199,60.1583,4140,0.02
54,4.1204,60.5942,4170,0.02
54,4.1305,61.0302,4200,0.02
54,4.133,61.4661,4230,0.02
54,4.1232,61.902,4260,0.02
54,4.1264,62.3379,4290,0.02
54,4.1296,62.7739,4320,0.02
54,4.1311,63.2098,4350,0.02
54,4.1431,63.6457,4380,0.02
54,4.1364,64.0817,4410,0.02
54,4.1356,64.5176,4440,0.02
54,4.1328,64.9535,4470,0.02
54,4.1338,65.3894,4500,0.02
54,4.1493,65.8254,4530,0.02
54,4.1488,66.2613,4560,0.02
54,4.1501,66.6972,4590,0.02
54,4.1442,67.1332,4620,0.02
54,4.14,67.5691,4650,0.02
54,4.1525,68.005,4680,0.02
54,4.1519,68.441,4710,0.02
54,4.1568,68.8769,4740,0.02
54,4.146,69.3128,4770,0.02
54,4.1445,69.7487,4800,0.02
54,4.149,70.1847,4830,0.02
54,4.1519,70.6206,4860,0.02
54,4.1528,71.0565,4890,0.02
54,4.1572,71.4925,4920,0.02
54,4.1593,71.9284,4950,0.02
54,4.1617,72.3643,4980,0.02
54,4.157,72.8003,5010,0.02
54,4.1654,73.2362,5040,0.02
54,4.1589,73.6721,5070,0.02
54,4.1643,74.108,5100,0.02
54,4.167,74.544,5130,0.02
54,4.1682,74.9799,5160,0.02
54,4.1689,75.4158,5190,0.02
54,4.1639,75.8518,5220,0.02
54,4.1696,76.2877,5250,0.02
54,4.1695,76.7236,5280,0.02
54,4.1661,77.1595,5310,0.02
54,4.173,77.5955,5340,0.02
54,4.1733,78.0314,5370,0.02
54,4.1749,78.4673,5400,0.02
54,4.1736,78.9033,5430,0.02
54,4.1624,79.3392,5460,0.02
54,4.1678,79.7751,5490,0.02
54,4.1709,80.2111,5520,0.02
54,4.1717,80.647,5550,0.02
54,4.1746,81.0829,5580,0.02
54,4.165,81.5188,5610,0.02
54,4.1736,81.9548,5640,0.02
54,4.1722,82.3907,5670,0.02
54,4.1815,82.8266,5700,0.02
54,4.1741,83.2626,5730,0.02
54,4.1798,83.6985,5760,0.02
54,4.1791,84.1344,5790,0.02
54,4.1765,84.5704,5820,0.02
54,4.1802,85.0063,5850,0.02
54,4.177,85.4422,5880,0.02
54,4.1793,85.8781,5910,0.02
54,4.1715,86.3141,5940,0.02
54,4.1818,86.75,5970,0.02
55,3.0035,0.0,0,0.02
55,3.0259,0.4347,30,0.02
55,3.0427,0.8693,60,0.02
55,3.074,1.304,90,0.02
55,3.0973,1.7387,120,0.02
55,3.1196,2.1734,150,0.02
55,3.1343,2.608,180,0.02
55,3.1551,3.0427,210,0.02
55,3.183,3.4774,240,0.02
55,3.1944,3.9121,270,0.02
55,3.2143,4.3467,300,0.02
55,3.2403,4.7814,330,0.02
55,3.2551,5.2161,360,0.02
55,3.2745,5.6508,390,0.02
55,3.2877,6.0854,420,0.02
55,3.3131,6.5201,450,0.02
55,3.3265,6.9548,480,0.02
55,3.3502,7.3894,510,0.02
55,3.3692,7.8241,540,0.02
55,3.3828,8.2588,570,0.02
55,3.3915,8.6935,600,0.02
55,3.4099,9.1281,630,0.02
55,3.4251,9.5628,660,0.02
55,3.4522,9.9975,690,0.02
55,3.4646,10.4322,720,0.02
55,3.4763,10.8668,750,0.02
55,3.4812,11.3015,780,0.02
55,3.5062,11.7362,810,0.02
55,3.513,12.1709,840,0.02
55,3.5313,12.6055,870,0.02
55,3.5451,13.0402,900,0.02
55,3.5591,13.4749,930,0.02
55,3.5768,13.9095,960,0.02
55,3.5757,14.3442,990,0.02
55,3.5864,14.7789,1020,0.02
55,3.5984,15.2136,1050,0.02
55,3.6169,15.6482,1080,0.02
55,3.6271,16.0829,1110,0.02
55,3.6379,16.5176,1140,0.02
55,3.6539,16.9523,1170,0.02
55,3.6608,17.3869,1200,0.02
55,3.6739,17.8216,1230,0.02
55,3.6826,18.2563,1260,0.02
55,3.6957,18.691,1290,0.02
55,3.702,19.1256,1320,0.02
55,3.7105,19.5603,1350,0.02
55,3.7253,19.995,1380,0.02
55,3.735,20.4296,1410,0.02
55,3.7367,20.8643,1440,0.02
55,3.7507,21.299,1470,0.02
55,3.7628,21.7337,1500,0.02
55,3.7682,22.1683,1530,0.02
55,3.7803,22.603,1560,0.02
55,3.7837,23.0377,1590,0.02
55,3.7888,23.4724,1620,0.02
55,3.801,23.907,1650,0.02
55,3.8117,24.3417,1680,0.02
55,3.8206,24.7764,1710,0.02
55,3.8204,25.2111,1740,0.02
55,3.8279,25.6457,1770,0.02
55,3.844,26.0804,1800,0.02
55,3.8404,26.5151,1830,0.02
55,3.8605,26.9497,1860,0.02
55,3.8669,27.3844,1890,0.02
55,3.8696,27.8191,1920,0.02
55,3.8675,28.2538,1950,0.02
55,3.8781,28.6884,1980,0.02
55,3.8869,29.1231,2010,0.02
55,3.8913,29.5578,2040,0.02
55,3.8985,29.9925,2070,0.02
55,3.9115,30.4271,2100,0.02
55,3.906,30.8618,2130,0.02
55,3.9195,31.2965,2160,0.02
55,3.9181,31.7312,2190,0.02
55,3.9351,32.1658,2220,0.02
55,3.9266,32.6005,2250,0.02
55,3.9466,33.0352,2280,0.02
55,3.9488,33.4698,2310,0.02
55,3.9528,33.9045,2340,0.02
55,3.9504,34.3392,2370,0.02
55,3.9578,34.7739,2400,0.02
55,3.9626,35.2085,2430,0.02
55,3.9648,35.6432,2460,0.02
55,3.9767,36.0779,2490,0.02
55,3.975,36.5126,2520,0.02
55,3.9781,36.9472,2550,0.02
55,3.9792,37.3819,2580,0.02
55,3.9856,37.8166,2610,0.02
55,3.9996,38.2513,2640,0.02
55,4.0057,38.6859,2670,0.02
55,4.0093,39.1206,2700,0.02
55,4.0015,39.5553,2730,0.02
55,4.014,39.9899,2760,0.02
55,4.0077,40.4246,2790,0.02
55,4.0125,40.8593,2820,0.02
55,4.0244,41.294,2850,0.02
55,4.0306,41.7286,2880,0.02
55,4.0292,42.1633,2910,0.02
55,4.0395,42.598,2940,0.02
55,4.031,43.0327,2970,0.02
55,4.0442,43.4673,3000,0.02
55,4.0494,43.902,3030,0.02
55,4.0494,44.3367,3060,0.02
55,4.0473,44.7714,3090,0.02
55,4.0574,45.206,3120,0.02
55,4.0527,45.6407,3150,0.02
55,4.0613,46.0754,3180,0.02
55,4.0581,46.5101,3210,0.02
55,4.0699,46.9447,3240,0.02
55,4.072,47.3794,3270,0.02
55,4.0641,47.8141,3300,0.02
55,4.0774,48.2487,3330,0.02
55,4.0678,48.6834,3360,0.02
55,4.0803,49.1181,3390,0.02
55,4.0797,49.5528,3420,0.02
55,4.0767,49.9874,3450,0.02
55,4.0835,50.4221,3480,0.02
55,4.0894,50.8568,3510,0.02
55,4.091,51.2915,3540,0.02
55,4.0925,51.7261,3570,0.02
55,4.0938,52.1608,3600,0.02
55,4.0905,52.5955,3630,0.02
55,4.0946,53.0302,3660,0.02
55,4.1014,53.4648,3690,0.02
55,4.0992,53.8995,3720,0.02
55,4.1031,54.3342,3750,0.02
55,4.1057,54.7688,3780,0.02
55,4.1057,55.2035,3810,0.02
55,4.1091,55.6382,3840,0.02
55,4.114,56.0729,3870,0.02
55,4.1175,56.5075,3900,0.02
55,4.1184,56.9422,3930,0.02
55,4.1217,57.3769,3960,0.02
55,4.1153,57.8116,3990,0.02
55,4.12,58.2462,4020,0.02
55,4.1217,58.6809,4050,0.02
55,4.1168,59.1156,4080,0.02
55,4.1265,59.5503,4110,0.02
55,4.1208,59.9849,4140,0.02
55,4.1243,60.4196,4170,0.02
55,4.1269,60.8543,4200,0.02
55,4.1302,61.2889,4230,0.02
55,4.1284,61.7236,4260,0.02
55,4.1263,62.1583,4290,0.02
55,4.1281,62.593,4320,0.02
55,4.1311,63.0276,4350,0.02
55,4.1345,63.4623,4380,0.02
55,4.1389,63.897,4410,0.02
55,4.1464,64.3317,4440,0.02
55,4.1325,64.7663,4470,0.02
55,4.1362,65.201,4500,0.02
55,4.1382,65.6357,4530,0.02
55,4.1356,66.0704,4560,0.02
55,4.1374,66.505,4590,0.02
55,4.1387,66.9397,4620,0.02
55,4.1542,67.3744,4650,0.02
55,4.1466,67.809,4680,0.02
55,4.1457,68.2437,4710,0.02
55,4.1561,68.6784,4740,0.02
55,4.1454,69.1131,4770,0.02
55,4.1571,69.5477,4800,0.02
55,4.157,69.9824,4830,0.02
55,4.1522,70.4171,4860,0.02
55,4.1512,70.8518,4890,0.02
55,4.1566,71.2864,4920,0.02
55,4.1506,71.7211,4950,0.02
55,4.1508,72.1558,4980,0.02
55,4.1605,72.5905,5010,0.02
55,4.1536,73.0251,5040,0.02
55,4.1671,73.4598,5070,0.02
55,4.158,73.8945,5100,0.02
55,4.1601,74.3291,5130,0.02
55,4.1672,74.7638,5160,0.02
55,4.1688,75.1985,5190,0.02
55,4.1635,75.6332,5220,0.02
55,4.1588,76.0678,5250,0.02
55,4.1592,76.5025,5280,0.02
55,4.1664,76.9372,5310,0.02
55,4.1645,77.3719,5340,0.02
55,4.1685,77.8065,5370,0.02
55,4.1706,78.2412,5400,0.02
55,4.1702,78.6759,5430,0.02
55,4.1709,79.1106,5460,0.02
55,4.1633,79.5452,5490,0.02
55,4.1749,79.9799,5520,0.02
55,4.1669,80.4146,5550,0.02
55,4.1649,80.8492,5580,0.02
55,4.178,81.2839,5610,0.02
55,4.1741,81.7186,5640,0.02
55,4.1686,82.1533,5670,0.02
55,4.1757,82.5879,5700,0.02
55,4.1711,83.0226,5730,0.02
55,4.1811,83.4573,5760,0.02
55,4.1731,83.892,5790,0.02
